Title	Budget	Box_Office	Star1	Star2	Star3	Star_num1	Star_num2	Star_num3	Name	Year	Run_Time	Genre	Director_num	Writer_num	Average_Rating	Num_Voters	Story_Line	Ratio
tt1854236	5564900	10016934	Pierce Brosnan	Trine Dyrholm	Molly Blixt Egelind	nm0000112	nm0245988	nm1029222	Love Is All You Need	2012	116	"Comedy,Drama,Romance"	nm0081540	"nm0421314,nm0081540"	6.5	12414	"A Danish woman, Ida (Trine Dyrholm), who has just finished her cancer treatments, walks in on her suffering husband in bed with his young co-worker. She travels alone to their daughter's wedding, which is to take place in Italy, but meets the father of the groom, Philip (Pierce Brosnan), and immediately makes a bad first impression. At the seaside villa where Philip once lived with his wife, conflicts arise not least between the soon-to-be newlyweds. But first impressions fade, and Ida may find her chance for another life."	0.800020162
tt4088268	5360149	9651271	Nikolaj Lie Kaas	Fares Fares	Pål Sverre Hagen	nm0509263	nm0267241	nm1914298	Department Q: A Conspiracy of Faith	2016	112	"Drama,Thriller"	nm0596407	"nm1064048,nm0647695,nm1031708"	7	13331	"An old note is found in a bottle in Jutland which has traveled very long across the ocean a long time ago. The note is hard to decipher, but when the Danish investigator from Section Q receives it, the odd personalities within the section find a new angle on it and try to unveil yet another old and diabolic case even though the lead is cold."	0.800559872
tt3495026	15670000	28240000	Shah Rukh Khan	Sayani Gupta	Carolina Main	nm0451321	nm4668046	nm4491046	Fan	2016	138	"Action,Drama,Thriller"	nm1834891	"nm1834891,nm1964923,nm2680506"	7.1	39760	"Gaurav a boy from Delhi is a die hard fan of Bollywood superstar Aryan Khanna. He comes to Mumbai to wish his idol on his Birthday, but over there things got worst and Gaurav's obsession turned himself a man who wants to create chaos in Aryan Khanna's life."	0.802169636
tt2404435	90000000	162360636	Denzel Washington	Chris Pratt	Ethan Hawke	nm0000243	nm0695435	nm0000160	The Magnificent Seven	2016	132	"Action,Adventure,Western"	nm0298807	"nm0000041,nm0368074,nm0644823,nm4446305,nm0921013"	6.9	171807	"Director Antoine Fuqua brings his modern vision to a classic story in The Magnificent Seven. With the town of Rose Creek under the deadly control of industrialist Bartholomew Bogue, the desperate townspeople employ protection from seven outlaws, bounty hunters, gamblers and hired guns. As they prepare the town for the violent showdown that they know is coming, these seven mercenaries find themselves fighting for more than money."	0.804007047
tt0787474	60000000	108255770	Ben Kingsley	Jared Harris	Nick Frost	nm0001426	nm0364813	nm0296545	The Boxtrolls	2014	96	"Adventure,Animation,Comedy"	"nm0030253,nm0820934"	"nm0109267,nm1106082,nm2223296,nm0820934,nm0197767,nm2280596"	6.8	51494	"THE BOXTROLLS are a community of quirky, mischievous creatures who have lovingly raised an orphaned human boy named Eggs in the amazing cavernous home they've built beneath the streets of a city called Cheesebridge. The story is about a young orphaned boy raised by underground cave-dwelling trash collectors who tries to save his friends from an evil exterminator, the town's villain, Archibald Snatcher. When Snatcher comes up with a plot to get rid of the Boxtrolls. Eggs decides to venture above ground and ""into the light,"" where he meets and teams up with fabulously feisty Winnie. Together, they devise a daring plan to save The BoxTrolls family. The film is based upon the children's novel 'Here Be Monsters' by Alan Snow."	0.804262803
tt0184894	55000000	99274467	Jackie Chan	Owen Wilson	Lucy Liu	nm0000329	nm0005562	nm0005154	Shanghai Noon	2000	110	"Action,Adventure,Comedy"	nm0223359	"nm0587692,nm0332184"	6.5	113352	"A 19th century Western. Chon Wang is a clumsy Imperial Guard to the Emperor of China. When Princess Pei Pei is kidnapped from the Forbidden City, Wang feels personally responsible and insists on joining the guards sent to rescue the Princess, who has been whisked away to the United States. In Nevada and hot on the trail of the kidnappers, Wang is separated from the group and soon finds himself an unlikely partner with Roy O'Bannon, a small time robber with delusions of grandeur. Together, the two forge onto one misadventure after another."	0.804990276
tt0891527	35000000	63215872	Tom Cruise	Meryl Streep	Robert Redford	nm0000129	nm0000658	nm0000602	Lions for Lambs	2007	92	"Drama,Thriller,War"	nm0000602	nm1996352	6.2	45748	"Three stories told simultaneous in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a promising student to re-engage. Decisions press upon the reporter, the student, and the soldiers."	0.80616772
tt2935476	16735800	30229977	Carey Mulligan	Matthias Schoenaerts	Michael Sheen	nm1659547	nm0774386	nm0790688	Far from the Madding Crowd	2015	119	"Drama,Romance"	nm0899121	"nm0362762,nm0390141"	7.1	41737	"The story of independent, beautiful and headstrong Bathsheba Everdene (Carey Mulligan), who attracts three very different suitors: Gabriel Oak (Matthias Schoenaerts), a sheep farmer, captivated by her fetching willfulness; Frank Troy (Tom Sturridge), a handsome and reckless Sergeant; and William Boldwood (Michael Sheen), a prosperous and mature bachelor. This timeless story of Bathsheba's choices and passions explores the nature of relationships and love - as well as the human ability to overcome hardships through resilience and perseverance."	0.806305955
tt0183790	65000000	117487473	Heath Ledger	Mark Addy	Rufus Sewell	nm0005132	nm0004692	nm0001722	A Knight's Tale	2001	132	"Action,Adventure,Romance"	nm0001338	nm0001338	6.9	159857	"Inspired by ""The Canterbury Tales,"" as well as the early life of William Marshall (later First Earl of Pembroke), this is the story of William, a young squire with a gift for jousting. After his master dies suddenly, the squire hits the road with his cohorts Roland and Wat. On the journey, they stumble across an unknown writer, Chaucer. William, lacking a proper pedigree, convinces Chaucer to forge genealogy documents that will pass him off as a knight. With his newly-minted history in hand, the young man sets out to prove himself a worthy knight at the country's jousting competition, and finds romance along the way."	0.807499557
tt0953318	1517700	2744414	Marijke Pinoy	Greg Timmermans	Cesar De Sutter	nm0684515	nm2538498	nm2081325	Ben X	2007	93	"Drama,Thriller"	nm0051206	"nm0051206,nm0195720,nm0429741,nm1754551"	7.4	17884	"Ben is different. His life is a universe to itself, where he plays his favorite on line computer game Archlord avidly, trying hard to train himself for the real world he lives in. The harsh world of a technical school is for him a daily kind of hell. As the horror of being a daily subject to bullying grows, Ben devises a plan. Then Scarlite comes into his life, the girl he has met in his on-line game. That wasn't part of the plan..."	0.808270536
tt0416236	90000000	162839667	Freddie Highmore	Sarah Bolger	David Strathairn	nm0383603	nm0092961	nm0000657	The Spiderwick Chronicles	2008	96	"Action,Adventure,Drama"	nm0914134	"nm0456732,nm1183854,nm0000626,nm1650403,nm1649488"	6.5	82769	"Once upon a time, upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of fairies and other creatures. Unable to explain the strange disappearances and accidents that seem to be happening on a daily basis, the family blames it all on Jared. When he, Simon and Mallory investigate what's really going on, they uncover the fantastic truth of the Spiderwick estate and of the creatures that inhabit it."	0.809329613
tt1571222	15177000	27462041	Michael Fassbender	Keira Knightley	Viggo Mortensen	nm1055413	nm0461136	nm0001557	A Dangerous Method	2011	99	"Biography,Drama,Romance"	nm0000343	"nm0358960,nm4301796"	6.4	94216	"Suffering from hysteria, Sabina Spielrein is hospitalized under the care of Dr. Carl Jung who has begun using Dr. Sigmund Freud's talking cure with some of his patients. Spielrain's psychological problems are deeply rooted in her childhood and violent father. She is highly intelligent however and hopes to be a doctor, eventually becoming a psychiatrist in her own right. The married Jung and Spielrein eventually become lovers. Jung and Freud develop an almost father-son relationship with Freud seeing the young Jung as his likely successor as the standard-bearer of his beliefs. A deep rift develops between them when Jung diverges from Freud's belief that while psychoanalysis can reveal the cause of psychological problems it cannot cure the patient."	0.80945109
tt0255798	47000000	85191134	Rob Schneider	Colleen Haskell	John C. McGinley	nm0001705	nm0368125	nm0001525	The Animal	2001	84	"Comedy,Sci-Fi"	nm0339004	"nm0103744,nm0001705"	4.8	54374	"From the producers of the comedy smash Deuce Bigalow comes The Animal, about a small, wimpy Marvin, who doesn't have what it takes to fulfill his lifelong dream to be a cop. But his luck changes when he's critically injured in a car accident and a deranged scientist secretly uses animal organs to rebuild him. Energized by his new parts, Marvin leaves his weakness behind and achieves instant fame as a supercop. Now a hero, life is going great for Marvin until his animal instincts start taking over his body at all the wrong times. Marvin struggles to remain civilized and be a perfect gentleman with his new love, Rianna in a series of hilarious situations that would drive any animal crazy."	0.812577281
tt1976608	500000	906666	Rachel Dratch	Hillel Halkin	Jason Kravits	nm0237222	nm4525046	nm0006463	Sholem Aleichem: Laughing in the Darkness	2011	93	Documentary	nm0233771	nm0233771	6.9	158	"A riveting portrait of the great writer whose stories became the basis of the Broadway musical Fiddler on the Roof. Sholem Aleichem: Laughing in the Darkness tells the tale of the rebellious genius who created an entirely new literature. Plumbing the depths of a Jewish world locked in crisis and on the cusp of profound change, he captured that world with brilliant humor. Sholem Aleichem was not just a witness to the creation of a new modern Jewish identity, but one of the very men who forged it."	0.813328373
tt3792960	8656454	15709652	Pili Groyne	Benoît Poelvoorde	Catherine Deneuve	nm6497349	nm0688143	nm0000366	The Brand New Testament	2015	114	"Comedy,Fantasy"	nm0233757	"nm1729322,nm0233757"	7.1	26481	"God lives in human form as a cynical writer with his young opinionated daughter in present-day Brussels, Belgium. She concludes that her dad is doing a terrible job and decides to rewrite the world, descending to earth in search of her own 6 messengers to write a brand new testament and change the status quo."	0.814790466
tt0816436	700000	1271556	Diana Glenn	Maeve Dermody	Andy Rodoreda	nm0322591	nm0220450	nm1500343	Black Water	2007	90	"Action,Adventure,Drama"	"nm2299471,nm0871188"	"nm0871188,nm2299471"	5.9	12219	"While on vacation on Northern Australia, Gracie, her husband Adam and her younger sister Lee decide to take the Blackwater Barry tour in the swamp for fishing. Their guide Jim uses a small motor boat and takes the tourist along the river to a remote spot. When they stop, they are attacked by a huge crocodile that capsizes their boat and immediately kills Jim. The three survivors climb a tree and when they realize that help would never come to rescue them, they decide to try to find a way out of their sheltered location. However, in the muddy water, their boat is flipped and the crocodile stalks the trio under the water."	0.816505976
