Title	Budget	Box_Office	Star1	Star2	Star3	Star_num1	Star_num2	Star_num3	Name	Year	Run_Time	Genre	Director_num	Writer_num	Average_Rating	Num_Voters	Story_Line	Ratio
tt4964310	10050000	2462699	Ervin Nagy	Andrea Petrik	Tibor Gáspár	nm0619453	nm3491416	nm1145433	Kincsem - Bet on Revenge	2017	121	"Adventure,Drama,History"	nm1089985	"nm1257362,nm1089985"	7.4	4710	"Ernõ Blaskovich lost everything after the Hungarian Revolution of 1848. Kincsem, a magnificent horse gives a purpose of his meaningless, self-destructing life. He gets a chance to gain everything back: revenge, love and fame."	-0.754955348
tt0369702	10118000	38581393	Javier Bardem	Belén Rueda	Lola Dueñas	nm0000849	nm0749104	nm0240318	The Sea Inside	2004	125	"Biography,Drama"	nm0024622	"nm0024622,nm0317834"	8	73602	"Life story of Spaniard Ramón Sampedro, who fought a 30-year campaign to win the right to end his life with dignity. Film explores Ramón's relationships with two women: Julia, a lawyer who supports his cause, and Rosa, a local woman who wants to convince him that life is worth living. Through the gift of his love, these two women are inspired to accomplish things they never previously thought possible. Despite his wish to die, Ramón taught everyone he encountered the meaning, value and preciousness of life. Though he could not move himself, he had an uncanny ability to move others."	2.813143822
tt0412412	10118000	21285	Andreas Wilson	Emma Griffiths Malin	Diogo Infante	nm1270590	nm0341632	nm0408609	Animal	2005	103	"Sci-Fi,Thriller"	nm0097785	nm0097785	5	516	"Thomas Nielsen (Andreas Wilson), a brilliant young geneticist, has focused too much on his research and is in danger of being fired. In order to prove the validity of this work, he needs a human subject."	-0.997896324
tt0417453	10118000	1039016	Roméo Botzaris	Isabelle Carré	Vincent Lindon	nm1945348	nm0141140	nm0512071	L'avion	2005	100	"Drama,Fantasy,Mystery"	nm0434806	"nm0434806,nm0275044,nm0545382,nm0221613,nm1922955,nm2750265,nm1274524,nm1664274,nm2968381"	5.7	340	"Charlie is waiting for his Christmas gift , a new bicycle. Instead his father gives him a small toy-aeroplane which he had constructed. After his death the plane reveals its magic powers."	-0.89731015
tt0420555	10118000	6769754	Monica Bellucci	Bernard Campan	Gérard Depardieu	nm0000899	nm0132064	nm0000367	How Much Do You Love Me?	2005	95	"Comedy,Drama,Romance"	nm0088397	nm0088397	5.7	6174	"In Paris, after winning the lottery, the clerk François goes to a bar in Pigalle and offers one hundred thousand Euros per month to the prostitute Daniela to live with him until the end of his money. François is a lonely man, with heart problems and Daniela stays with him for eight days. Then, she decides to come back to her man, the mobster Charly, but she misses François and returns to his place. But once a whore, always a whore."	-0.330919813
tt0428646	10118000	15748604	Michael Herbig	Christoph Maria Herbst	Heike Makatsch	nm0378660	nm0378698	nm0538443	Hui Buh: Das Schlossgespenst	2006	103	"Adventure,Animation,Comedy"	nm0631093	"nm0004308,nm1743403,nm0631093"	4.6	2441	"Five hundred years ago, Hui Buh cheated in a card game, thus was turned into a ghost by thunder lighting. For all this time, he has lived in the castle alone without anyone to scare. Until when King Julius moves in for his wedding, Hui Buh knows he has to use every trick of his to keep the long-wasted ghost license."	0.55649362
tt0446442	10118000	471845	Juliette Binoche	John Turturro	Sara Forestier	nm0000300	nm0001806	nm1271759	A Few Days in September	2006	116	"Drama,Thriller"	nm0024887	nm0024887	5.4	1676	"September the 1st, 2001. Elliot, an American C.I.A. agent holding top secret information on the immediate future of the world, disappears. His sole aim was to meet his daughter Orlando, whom he abandoned ten years before. Irène, a French agent who used to work with him, and David, his adoptive son, will help him and lead the girl to her father. Chased by William Pound, a strangely poetic psycho, they will defy the dangers of international espionage from Paris to Venice and finally get to Elliot on September the 11th 2001."	-0.953365788
tt0465188	10118000	7228273	Charlotte Gainsbourg	Vincenzo Amato	Vincent Schiavelli	nm0001250	nm0024188	nm0001704	Golden Door	2006	118	"Drama,History,Romance"	nm0187740	nm0187740	6.9	4557	"The story is set at the beginning of the 20th century in Sicily. Salvatore, a very poor farmer, and a widower, decides to emigrate to the US with all his family, including his old mother. Before they embark, they meet Lucy. She is supposed to be a British lady and wants to come back to the States. Lucy, or Luce as Salvatore calls her, for unknown reasons wants to marry someone before to arrive to Ellis Island in New York. Salvatore accepts the proposal. Once they arrive in Ellis Island they spend the quarantine period trying to pass the examinations to be admitted to the States. Tests are not so simple for poor farmers coming from Sicily. Their destiny is in the hands of the custom officers."	-0.28560266
tt0772181	10118000	13042251	David Kross	Christian Redl	Daniel Brühl	nm1269088	nm0714943	nm0117709	Krabat	2008	120	"Drama,Fantasy,Thriller"	nm0471086	"nm0349654,nm0471086,nm0696623"	6.1	5915	"1648. After the Thirty Years War, Germany is a wretched, plundered land, still ravished by the Black Death. Urchin Krabat gets separated from his beggar friends and finds refuge on the flourishing estate of the black miller. the hard worker gets initiated in his secret magic society. Only afterward he learns its terrible dark secrets, which spell death and/or solitude for the boys and their beloved village girls. A surprising friend offers a daring way out."	0.289014599
tt0775090	10118000	1029807	Harvey Keitel	Jane March	Jordi Mollà	nm0000172	nm0001506	nm0003244	The Stone Merchant	2006	119	"Drama,Thriller"	nm0553379	"nm2194199,nm0133381,nm0553379"	4.2	905	"A thesis picture: is Western Europe turning a blind eye to the dangers of Islamic fundamentalism? Professor Alceo Bandini believes so. He writes and lectures to a few students at a Roman university; he's also a victim of a terrorist attack in Kenya where he lost both legs. On a short holiday in Cappadoccia with his wife Leda, they meet Shahid, an enigmatic cleric, and Ludovico Vicedomini, a forceful gem merchant. Back in Rome, Ludovico attempts the seduction of Leda while Alceo is suspicious of his new acquaintances' politics. The police counter-terrorists discount Alceo's fears: he's paranoid and jealous, they believe. What is going on?"	-0.898220311
tt0854672	10118000	1563640	Paz Vega	Moritz Bleibtreu	Alessandro Preziosi	nm0891895	nm0001953	nm0696725	The Lark Farm	2007	122	"Drama,History"	"nm0851754,nm0851752"	"nm2526523,nm0851752,nm0851754"	6.6	1977	A stirring and stunning story of an aristocratic family who is unexpectedly swept into the ravages of World War I and a forbidden passion that may be the family's only hope.	-0.845459592
tt0899303	10118000	108311	Joaquim de Almeida	Victoria Abril	Emma Suárez	nm0021835	nm0000721	nm0840772	Oscar: The Color of Destiny	2008	108	"Biography,Drama"	nm2453970	"nm2453970,nm0215609"	6	74	"Óscar. The Color of Destiny is a revealing portrayal of a forgotten icon of French Surrealism: Spanish painter Óscar Domínguez, contemporary of Picasso. The film rediscovers the life of a talented artist who was ignored after he committed suicide, fifty years ago, victim of a serious illness which had disfigured his body: the Elephant Man's disease. The film is stirring and touching and compels admiration for the bohemian painter whose fate was self-destruction, after a wild crazy life. Lucas Fernández turns the life of a debauchee, who regarded himself a monster because of his disfiguring disease, into a universal story where art is the product of love and loneliness, of sex and violence before, during and after the Nazi invasion of Paris."	-0.989295218
tt0970469	10118000	11982346	Edu Soto	Pepe Viyuela	Berta Ojea	nm1518128	nm0900402	nm0645302	Mortadelo and Filemon: Mission - Save the Planet	2008	94	"Comedy,Family"	nm0054221	"nm0406619,nm0054221,nm1042592,nm0694826"	3.6	552	A live-action adaptation of a series of Spanish comic books about a pair of spies.	0.184260211
tt1043852	10118000	4813882	Vincent Cassel	Diane Kruger	Izm	nm0001993	nm1208167	nm2931060	Lascars	2009	96	"Animation,Comedy"	nm8125311	"nm8125311,nm10070460"	6.6	7	"Tony and Jose are best friends and petty crooks, but tension strikes the duo when Jose falls for the rich Clemence and wants to go straight."	-0.524225981
tt1130988	10118000	2342211	Jean-Claude Van Damme	Valérie Bodson	Hervé Sogne	nm0000241	nm0091083	nm0812223	JCVD	2008	97	"Action,Comedy,Crime"	nm1333798	"nm1333798,nm1354560,nm1176687,nm0712257,nm1290014"	7.1	36405	"Between his tax problems and his legal battle with his wife for the custody of his daughter, these are hard times for the action movie star who finds that even Steven Seagal has pinched a role from him! In JCVD, Jean-Claude Van Damme returns to the country of his birth to seek the peace and tranquility he can no longer enjoy in the United States."	-0.768510499
tt1176731	10118000	16276155	Alina Freund	Sami Herzog	Michael Mittermeier	nm2127082	nm3047975	nm0594152	Lilly the Witch: The Dragon and the Magic Book	2009	89	"Adventure,Comedy,Family"	nm0752328	"nm3227494,nm0752328,nm0972420,nm0970360"	5.2	454	Little Lilly is apprenticed to become the successor of Surulunda the Witch. Based on the internationally best-selling book series.	0.608633464
tt1188988	10118000	16842936	Claudia Gerini	Flavio Insinna	Silvio Orlando	nm0314358	nm0409384	nm0650024	Ex	2009	120	"Comedy,Romance"	nm0110292	"nm0110292,nm0116511,nm2766853,nm0551431"	6.2	1906	Couples in trouble cross paths in this bittersweet comedy.	0.664650557
tt1189073	10118000	30842353	Antonio Banderas	Elena Anaya	Jan Cornet	nm0000104	nm0025745	nm1693432	The Skin I Live In	2011	120	"Drama,Horror,Thriller"	nm0000264	"nm0429617,nm0000264,nm0021948"	7.6	126039	"In honor of his late wife who died in a flaming car accident, scientist, Dr. Robert Ledgard, is trying to synthesize the perfect skin which can withstand burns, cuts or any other kind of damage. As he gets closer to perfecting this skin on his flawless patient, the scientific community starts growing skeptical and his past is revealed that shows how his patient is closely linked to tragic events he would like to forget."	2.048265463
tt1194231	10118000	4731185	Riccardo Scamarcio	Jasmine Trinca	Luca Argentero	nm1249052	nm0872910	nm1565817	The Big Dream	2009	101	Drama	nm0686375	"nm0502859,nm0664760,nm0686375"	5.7	730	"Italian Revolution, 1968. Police officer, Nicolas, wants to become an actor. He goes out in plain clothes and meets Laura who is among students against the government, Vietnam War and who seek sexual freedom. One day, his identity gets exposed and she leaves him."	-0.532399236
tt1247681	10118000	1557590	Eva Gerretsen	Raymond Mvula	Michael Van Wyk	nm3048773	nm3046928	nm5575180	Magic Journey to Africa	2010	90	"Adventure,Drama,Family"	nm1823256	nm1823256	3.3	159	A young girl named Jana takes a magical journey to Africa.	-0.846057536
tt1452293	10118000	8810388	Alina Freund	Tanay Chheda	Michael Mittermeier	nm2127082	nm2540053	nm0594152	Lilly the Witch: The Journey to Mandolan	2011	90	"Comedy,Family,Fantasy"	nm0796361	"nm2667017,nm0902022,nm3227494"	4.8	192	"Lilli is traveling to India, to solve a mystery."	-0.129236299
tt1534332	10118000	273495	Vittorio Amandola	Oreste Baldini	Alessandro Ballico	nm0006467	nm0049764	nm8111488	Welcome Back Pinocchio	2007	91	"Animation,Fantasy"	nm0180664	"nm3657321,nm0172830,nm0672477"	4.7	31	Pinocchio is now a young lad and has been staying out of trouble in fear of being turned back into a piece of wood. Pinocchio gets off track and is manipulated into stealing. Watch how Pinocchio learns the lessons that enable him to become a human once more.	-0.972969463
tt1571401	10118000	6774467	Albrecht Schuch	Baldanpurev Sambuu	Agi Ariunsaichan Dawaachu	nm3477129	nm5714232	nm0205893	Measuring the World	2012	119	"Biography,Drama,History"	nm0118345	"nm2479406,nm0118345"	5.8	2508	"Germany in the early 19th century. ""Die Vermessung der Welt"" follows the two brilliant and eccentric scientists Alexander von Humboldt and Carl Friedrich Gauss on their life paths."	-0.33045401
tt1634121	10118000	3150720	Clive Owen	Carice van Houten	Izán Corchero	nm0654110	nm0396924	nm3665621	Intruders	2011	100	"Fantasy,Horror,Thriller"	nm0294379	"nm0143006,nm0549954"	5.4	19536	"In Madrid, the boy Juan is terrified by the monster Hollowface and his mother is unable to protect him so summons Father Antonio to exorcise the monster from their lives. In London, the construction worker John Farrow is very close to his teenage daughter Mia. One day, Mia is spending the day at her grandparents' house in the countryside with her mother Susanna and she finds a box with the story of Hollowface hidden in a tree. Soon Mia sees the monster Hollowface in the closet of her bedroom and John defends her. When they are attacked for the second time, the security camera that John has installed does not show any intruder. Are Mia and John delusional?"	-0.688602521
tt1661275	10118000	12597262	Gemma Arterton	Sam Claflin	Bill Nighy	nm2605345	nm3510471	nm0631490	Their Finest	2016	117	"Comedy,Drama,Romance"	nm0771054	"nm0262986,nm0960711"	6.7	15722	"During the London Blitz of World War II, Catrin Cole is recruited by the British Ministry of Information to write scripts for propaganda films that the public will actually watch without scoffing. In the line of her new duties, Cole investigates the story of two young women who supposedly piloted a boat in the Dunkirk Evacuation. Although it proved a complete misapprehension, the story becomes the basis for a fictional film with some possible appeal. As Cole labors to write the script with her new colleagues such as Tom Buckley, veteran actor Ambrose Hilliard must accept that his days as a leading man are over as he joins the project. Together, this disparate trio must struggle against such complications such as sexism against Cole, jealous relatives, and political interference in their artistic decisions even as London endures the bombs of the enemy. In the face of those challenges, they share a hope to contribute something meaningful in this time of war and in their own lives."	0.245034666
tt1668200	10118000	24792815	Kristin Scott Thomas	Mélusine Mayance	Niels Arestrup	nm0000218	nm3274621	nm0034390	Sarah's Key	2010	111	"Drama,War"	nm0660707	"nm4058200,nm1930728,nm0660707"	7.5	15242	"One of the darkest moments in French history occurred in 1942 Paris when French officials rounded up over 10,000 Jews and placed them in local camps. Eventually over 8,000 were sent off to German concentration camps. As 10-year old Sarah and her family are being arrested, she hides her younger brother in a closet. After realizing she will not be allowed to go home, Sarah does whatever she can to get back to her brother. In 2009, a journalist named Julia is on assignment to write a story on the deported Jews in 1942. When she moves into her father-in-law's childhood apartment, she realizes it once belonged to the Strazynski family, and their daughter Sarah."	1.450366925
tt2182001	10118000	29295378	Danila Kozlovsky	Oleg Menshikov	Svetlana Ivanova	nm1572716	nm0579823	nm5380264	Legend No. 17	2013	134	"Biography,Drama,Sport"	nm0495536	"nm2965766,nm0495536,nm4705578"	7.6	4672	"Biopic of Russian ice hockey legend Valeri Kharlamov from early childhood, rising to the pinnacle of the sport and his untimely death."	1.895372119
tt2397521	10118000	131705	Katharina Thalbach	Ulrich Tukur	Corinna Harfouch	nm0856918	nm0876300	nm0362896	Moon Man	2012	95	"Animation,Sci-Fi"	"nm1032539,nm1598133"	"nm1032539,nm0972420,nm1857033"	6.4	338	"A bored Man in the Moon hitches a ride to Earth on the tails of a passing comet and starts to explore the fantastical creatures and sights of a new planet. But all is not well - the Moon Man's absence from his post means that all the world's children are unable to sleep. Before the President can capture him, they must join forces to return him to his rightful place in the sky."	-0.986983101
tt2857458	10118000	3688222	Karra Elejalde	Janfri Topera	Gabriel Chame	nm0253216	nm0867653	nm2983652	Mortadelo and Filemon: Mission Implausible	2014	91	"Animation,Comedy"	nm0275250	"nm0275250,nm2195290,nm1041385,nm0406619"	6.5	1554	A criminal produces an uncontrollable laughter to the population and Mortadelo and Filemón will have to stop him.	-0.635479182
tt3202202	10118000	18428235	Mario Casas	Adriana Ugarte	Macarena García	nm1832584	nm1246047	nm3475396	Palm Trees in the Snow	2015	163	"Drama,Romance"	nm2692858	"nm1037221,nm5136727"	7.4	8535	"Killian is a young man who has never left the remote mountains of Huesca (Spain) which saw him grow up. In 1953, he travels back to the exotic Equatorial African island of Fernando Poo, in Spanish Guinee, where he was born, to work in a cacao plantation alongside his father and his brother. During 20 years in this island, until the troubled days of independence, he will undertake a journey towards maturity and knowledge, but will also have to deal with pain and loss."	0.821331605
tt3530978	10118000	3832684	Jeremy Irons	Olga Kurylenko	Simon Johns	nm0000460	nm1385871	nm2095679	Correspondence	2016	116	"Drama,Romance"	nm0868153	nm0868153	6.1	3495	"Focused on the relationship between an astronomer and his lover, who spend their years apart."	-0.621201461
tt3913206	10118000	3019913	Daniel Auteuil	Richard Berry	Thierry Lhermitte	nm0000809	nm0006939	nm0508293	Our Women	2015	95	"Comedy,Drama"	nm0006939	"nm0006939,nm0039903"	5.1	416	"Max, Paul and Simon have been friends for 35 years. They take great pleasure in their one vacation a year together without their partners and meet-up regularly to spend evenings drinking or playing cards. Each has a successful career and they all appear to have perfect lives until the night Simon announces to his friends that he has just strangled his wife, Estelle after a blazing row. Max and Paul are horrified by Simon's confession, but worse is to come when Simon asks them to lie and provide him with an alibi for the time Estelle was killed. Both men are torn between lying or turning over their best friend to the police."	-0.701530668
tt4964788	10118000	17997350	Penélope Cruz	Javier Bardem	Ricardo Darín	nm0004851	nm0000849	nm0201857	Everybody Knows	2018	133	"Crime,Drama,Mystery"	nm1410815	nm1410815	7	21751	"Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her two children to attend her sister's wedding. However, the trip is upset by unexpected events that bring secrets into the open."	0.778745624
tt5290524	10118000	72651109	Checco Zalone	Eleonora Giovanardi	Sonia Bergamasco	nm2504581	nm7270373	nm0073950	Quo vado?	2016	86	Comedy	nm0638115	"nm0638115,nm2504581"	6.6	8337	"Checco is born on the privileged side of life in an Italian small town, with a guaranteed job as a public servant. When a new reformist government vows to cut down on bureaucracy, Checco is forced to accept worsening conditions."	6.180381678
tt5893264	10118000	3988331	Emmanuelle Seigner	Eva Green	Vincent Perez	nm0782561	nm1200692	nm0001641	Based on a True Story	2017	100	"Drama,Mystery,Thriller"	nm0000591	"nm0000801,nm0000591,nm3627727"	5.7	4160	"Basking in the tremendous success of her debut autobiographical novel dedicated to her late mother, suddenly, the lonely Parisian author, Delphine Dayrieux, realises that there are cold and unrelenting haters among a sea of worshippers. On the other hand, though, there's Elle--the passionate admirer, and cryptic new friend--who takes Delphine by surprise, and just like that, worms her way into the unsuspecting writer's life. However, who is truly this elusive and alluringly enigmatic woman who is bent on helping Delphine break through a persistent writer's block? More and more, Elle becomes designingly indispensable. Can she jolt Delphine out of her torpor?"	-0.605818284
