tconst	Budget	Box_Office	Star_1	Star_2	Star_3	Star_num1	Star_num2	Star_num3
tt0208003	30000000	173959438	Martin Lawrence	Nia Long	Paul Giamatti	nm0001454	nm0000505	nm0316079
tt0208092	8367900	83557872	Jason Statham	Brad Pitt	Benicio Del Toro	nm0005458	nm0000093	nm0001125
tt0208181	2000000	70920	Demián Bichir	Cecilia Suárez	Luis Felipe Tovar	nm0065007	nm0840762	nm0869827
tt0208874	20000000	22428990	Joan Allen	Gary Oldman	Jeff Bridges	nm0000260	nm0000198	nm0000313
tt0208988	63600000	19412993	Sylvester Stallone	Rachael Leigh Cook	Miranda Richardson	nm0000230	nm0000337	nm0001669
tt0209144	9000000	39723096	Guy Pearce	Carrie-Anne Moss	Joe Pantoliano	nm0001602	nm0005251	nm0001592
tt0209163	98000000	443280904	Brendan Fraser	Rachel Weisz	John Hannah	nm0000409	nm0001838	nm0001314
tt0209475	35000000	94728529	Jennifer Lopez	Matthew McConaughey	Bridgette Wilson-Sampras	nm0000182	nm0000190	nm0933098
tt0209958	33000000	104155843	Jennifer Lopez	Vince Vaughn	Vincent D'Onofrio	nm0000182	nm0000681	nm0000352
tt0210070	5000000	2554	Emily Perkins	Katharine Isabelle	Kris Lemche	nm0673932	nm0410622	nm0501210
tt0210075	1000000	1666028	Michelle Rodriguez	Douglas Santiago	Jaime Tirelli	nm0735442	nm0235242	nm0864222
tt0210217	15000000	17113	Linus Roache	John Hannah	Samantha Morton	nm0730070	nm0001314	nm0608090
tt0210299	1800000	3171273	Janet McTeer	Michael Harding	Michael Davis	nm0005216	nm0362268	nm8293427
tt0210382	16000000	321279	Catherine McCormack	Sean Penn	Sarah Polley	nm0001517	nm0000576	nm0001631
tt0210567	14000000	3169930	Minnie Driver	Hallie Eisenberg	Joey Lauren Adams	nm0000378	nm0004893	nm0000725
tt0210616	29000000	26385941	Amanda Schull	Ethan Stiefel	Sascha Radetsky	nm0776040	nm0830059	nm0705492
tt0210945	30000000	136706683	Denzel Washington	Will Patton	Wood Harris	nm0000243	nm0001599	nm0365445
tt0211181	85000000	183611771	Glenn Close	Gérard Depardieu	Ioan Gruffudd	nm0000335	nm0000367	nm0344435
tt0211443	11000000	17077882	Kane Hodder	Lexa Doig	Jeff Geddis	nm0387987	nm0230693	nm0311473
tt0211661	1000000	20400	John Ritter	David DeLuise	Allison Smith	nm0000615	nm0217936	nm0807278
tt0211915	10000000	173924742	Audrey Tautou	Mathieu Kassovitz	Rufus	nm0851582	nm0440913	nm0749363
tt0211933	8600000	32685679	Hayden Christensen	Jessica Alba	Terrence Howard	nm0159789	nm0004695	nm0005024
tt0211938	51000000	15471969	Jamie Foxx	David Morse	Robert Pastorelli	nm0004937	nm0001556	nm0665123
tt0212338	55000000	330444045	Ben Stiller	Robert De Niro	Teri Polo	nm0001774	nm0000134	nm0001632
tt0212346	45000000	212742720	Sandra Bullock	Michael Caine	Benjamin Bratt	nm0000113	nm0000323	nm0000973
tt0212712	12000000	19470239	Tony Chiu-Wai Leung	Ziyi Zhang	Faye Wong	nm0504897	nm0955471	nm0910947
tt0212720	100000000	235926552	Haley Joel Osment	Jude Law	Frances O'Connor	nm0005286	nm0000179	nm0640323
tt0212827	12000000	318823	Sarah Wynter	Vincent Perez	Jonathan Pryce	nm0944077	nm0001641	nm0000596
tt0212830	5000000	14960	Jason Flemyng	Peter Stormare	Leslie Hope	nm0002076	nm0001780	nm0394012
tt0212974	500000	1162001	Chris Ferreira	Mackenzie Firgens	Elizabeth Sun	nm0274298	nm0278673	nm0838938
tt0212985	87000000	351692268	Anthony Hopkins	Julianne Moore	Gary Oldman	nm0000164	nm0000194	nm0000198
tt0213203	30000000	103291131	Christine Cavanaugh	Elizabeth Daily	Cheryl Chase	nm0004815	nm0197354	nm0153719
tt0213446	6000000	49136	Cloris Leachman	Mercedes Ruehl	Dinah Manoff	nm0001458	nm0001689	nm0001503
tt0213790	24000000	13743212	Tim Meadows	Karyn Parsons	Billy Dee Williams	nm0005218	nm0663854	nm0001850
tt0213985	10000000	21135	Jimi Mistry	Kristin Kreuk	Neve Campbell	nm0592993	nm0471036	nm0000117
tt0215129	16000000	119754278	Breckin Meyer	Seann William Scott	Amy Smart	nm0005227	nm0005405	nm0005442
tt0215545	10000000	2463650	Damon Wayans	Savion Glover	Jada Pinkett Smith	nm0001834	nm0323174	nm0000586
tt0215750	68000000	96976270	Jude Law	Ed Harris	Joseph Fiennes	nm0000179	nm0000438	nm0001212
tt0215850	716950	376714	Dominic Darceuil	David Boutin	Ronald Houle	nm0201007	nm0100333	nm0396527
tt0216196	9612100	156614	Mira Sorvino	Olivier Martinez	Féodor Atkine	nm0000227	nm0553648	nm0040545
tt0216216	82000000	96085477	Arnold Schwarzenegger	Michael Rapaport	Tony Goldwyn	nm0000216	nm0001650	nm0001282
tt0216772	13000000	1247949	Pras Michel	Ja Rule	Jason Statham	nm0695247	nm0750019	nm0005458
tt0216799	8000000	3033646	Andie MacDowell	Scott Anton	Elias Koteas	nm0000510	nm0031229	nm0000480
tt0217107	200000	1161843	Gary Dourdan	Gretchen Palmer	Kenya Moore	nm0235427	nm0658252	nm0601469
tt0217505	100000000	193772504	Leonardo DiCaprio	Cameron Diaz	Daniel Day-Lewis	nm0000138	nm0000139	nm0000358
tt0217630	20000000	18404706	Jason Biggs	Mena Suvari	Zak Orth	nm0004755	nm0002546	nm0651008
tt0217756	24000000	12452362	David Arquette	Oliver Platt	Scott Caan	nm0000274	nm0001624	nm0004790
tt0217869	75000000	248118121	Bruce Willis	Samuel L. Jackson	Robin Wright	nm0000246	nm0000168	nm0000705
tt0218182	14000000	75228	Barry McEvoy	Brían F. O'Byrne	Anna Friel	nm0568559	nm0639928	nm0295484
tt0218378	14339000	885836	Wes Bentley	Peter Mullan	Ron Anderson	nm0004747	nm0611932	nm0027385
tt0218619	17000000	4299141	Melissa Sagemiller	Wes Bentley	Casey Affleck	nm0756089	nm0004747	nm0000729
tt0218817	30000000	18195610	Ryan Phillippe	Tim Robbins	Rachael Leigh Cook	nm0000202	nm0000209	nm0000337
tt0218839	10000000	20789556	Fred Willard	Eugene Levy	Catherine O'Hara	nm0929609	nm0506405	nm0001573
tt0218922	42000000	35402320	Antonio Banderas	Angelina Jolie	Thomas Jane	nm0000104	nm0001401	nm0005048
tt0218967	60000000	124745083	Nicolas Cage	Téa Leoni	Don Cheadle	nm0000115	nm0000495	nm0000332
tt0219405	716950	48333	Fab Filippo	Don McKellar	Marya Delver	nm0277116	nm0001528	nm0217984
tt0219653	54000000	47053625	Gerard Butler	Justine Waddell	Jonny Lee Miller	nm0124930	nm0905311	nm0001538
tt0219699	10000000	44567606	Cate Blanchett	Katie Holmes	Keanu Reeves	nm0000949	nm0005017	nm0000206
tt0219854	65000000	110317580	Bruce Willis	Spencer Breslin	Emily Mortimer	nm0000246	nm0107748	nm0607865
tt0219952	63000000	10890222	John Travolta	Lisa Kudrow	Tim Roth	nm0000237	nm0001435	nm0000619
tt0219965	75000000	67631903	Bruce Willis	Billy Bob Thornton	Cate Blanchett	nm0000246	nm0000671	nm0000949
tt0220099	30000000	96159800	Jim Cummings	Nikita Hopkins	Ken Sansom	nm0191906	nm0394251	nm0763052
tt0220100	5000000	1431406	Jeanne Tripplehorn	Stellan Skarsgård	Salma Hayek	nm0000675	nm0001745	nm0000161
tt0220506	13000000	37664855	Jamie Lee Curtis	Busta Rhymes	Brad Loree	nm0000130	nm0005354	nm0520562
tt0220827	4000000	158811	Max von Sydow	Stefano Dionisi	Chiara Caselli	nm0001884	nm0227958	nm0143309
tt0221013	4373395	6749187	Pierre Lebeau	Karine Vanasse	Roy Dupuis	nm0495501	nm0888468	nm0001163
tt0221027	53000000	83282296	Johnny Depp	Penélope Cruz	Franka Potente	nm0000136	nm0004851	nm0004376
tt0221073	3116250	236185	Eric Bana	Simon Lyndon	Vince Colosimo	nm0051509	nm0528539	nm0173194
tt0221074	3000000	279225	Timothy Vahle	Sam Vlahos	Mariana Tosca	nm0883154	nm0900572	nm0869096
tt0221218	30000000	23619609	Diane Lane	Leelee Sobieski	Stellan Skarsgård	nm0000178	nm0005447	nm0001745
tt0221563	9000000	86722	Matthew Rhys	Sienna Guillory	Ben Moor	nm0722629	nm0347149	nm0600809
tt0222812	3000000	302586	Jeffrey Combs	Tommy Dean Musset	Jason Barry	nm0001062	nm1459586	nm0058029
tt0222850	1000000	2019121	Timothy Olyphant	Dean Cain	Zach Braff	nm0648249	nm0001002	nm0103785
tt0222851	10000000	15250594	Takeshi Kitano	Claude Maki	Omar Epps	nm0001429	nm0538580	nm0004898
tt0223897	40000000	55707411	Kevin Spacey	Haley Joel Osment	Helen Hunt	nm0000228	nm0005286	nm0000166
tt0225071	53000000	29715606	Jennifer Lopez	Jim Caviezel	Jeremy Sisto	nm0000182	nm0001029	nm0005438
tt0226935	100000	60902	Paz de la Huerta	Vincent D'Onofrio	Bianca Hunter	nm0209289	nm0000352	nm0049099
tt0227005	5000000	5480653	Vince Vaughn	Jon Favreau	Joe Goossen	nm0000681	nm0269463	nm0990494
tt0227445	68000000	113579918	Robert De Niro	Edward Norton	Marlon Brando	nm0000134	nm0001570	nm0000008
tt0227538	35000000	147934180	Alexa PenaVega	Daryl Sabara	Antonio Banderas	nm0891786	nm0754512	nm0000104
tt0227984	27000000	12881605	Samuel L. Jackson	Robert Carlyle	Emily Mortimer	nm0000168	nm0001015	nm0607865
tt0228277	100000	8741	Radha Mitchell	Megan Mullally	Catherine Lloyd Burns	nm0593664	nm0005259	nm0122614
tt0228333	28000000	14010832	Natasha Henstridge	Ice Cube	Pam Grier	nm0000449	nm0001084	nm0000427
tt0228750	65000000	62761005	Meg Ryan	Russell Crowe	David Morse	nm0000212	nm0000128	nm0001556
tt0228786	14000000	60103680	Jean Reno	Vincent Cassel	Nadia Farès	nm0000606	nm0001993	nm0268626
tt0229187	11726762	1500180	Agnès Jaoui	Michel Serrault	Bérénice Bejo	nm0418450	nm0785664	nm0067367
tt0229260	15000000	47737094	Jeffrey Donovan	Stephen Barker Turner	Erica Leerhsen	nm0232998	nm0877874	nm0498713
tt0230011	120000000	186053725	Michael J. Fox	Jim Varney	Corey Burton	nm0000150	nm0001815	nm0123553
tt0230030	48000000	90383208	Brendan Fraser	Elizabeth Hurley	Frances O'Connor	nm0000409	nm0000167	nm0640323
tt0230600	17000000	209947037	Nicole Kidman	Christopher Eccleston	Fionnula Flanagan	nm0000173	nm0001172	nm0001217
tt0230838	40000000	65754228	Keanu Reeves	Charlize Theron	Jason Isaacs	nm0000206	nm0000234	nm0005042
tt0231402	21150000	39438674	Paul Hogan	Linda Kozlowski	Jere Burns	nm0001357	nm0468957	nm0122716
tt0231448	10000000	6282446	Stephen Dorff	Brad Renfro	Fairuza Balk	nm0001151	nm0000605	nm0000103
tt0231775	49000000	71186502	Chris Rock	Regina King	Chazz Palminteri	nm0001674	nm0005093	nm0001590
tt0232500	38000000	207284863	Vin Diesel	Paul Walker	Michelle Rodriguez	nm0004874	nm0908094	nm0735442
tt0233142	62000000	18720175	Kurt Russell	Kevin Costner	Courteney Cox	nm0000621	nm0000126	nm0001073
tt0233469	85000000	78382433	Arnold Schwarzenegger	John Leguizamo	Francesca Neri	nm0000216	nm0000491	nm0626202
tt0234215	150000000	828770175	Keanu Reeves	Laurence Fishburne	Carrie-Anne Moss	nm0000206	nm0000401	nm0005251
tt0234354	8000000	2534372	Steve Martin	Helena Bonham Carter	Chelcie Ross	nm0000188	nm0000307	nm0743304
tt0234829	34000000	19772447	Freddie Prinze Jr.	Jessica Biel	Fred Ward	nm0005327	nm0004754	nm0911542
tt0235679	16000000	68411275	Veronica Taylor	Eric Stuart	Rica Matsumoto	nm0853301	nm0835688	nm0559551
tt0235737	18000000	1073198	Val Kilmer	Vincent D'Onofrio	Adam Goldberg	nm0000174	nm0000352	nm0004965
tt0236348	39000000	14866015	Rachael Leigh Cook	Tara Reid	Rosario Dawson	nm0000337	nm0005346	nm0206257
tt0236388	13000000	38182790	Steve Harvey	D.L. Hughley	Cedric the Entertainer	nm0367724	nm0401018	nm0147825
tt0236493	57000000	147845033	Brad Pitt	Julia Roberts	James Gandolfini	nm0000093	nm0000210	nm0001254
tt0236640	9000000	129364	Christina Ricci	Jonathan Rhys Meyers	Jessica Lange	nm0000207	nm0001667	nm0001448
tt0236784	21000000	28008462	Pierce Brosnan	Geoffrey Rush	Jamie Lee Curtis	nm0000112	nm0001691	nm0000130
tt0237534	29000000	70752904	Samuel Le Bihan	Mark Dacascos	Jérémie Renier	nm0494078	nm0001092	nm0753737
tt0237572	35000000	29419291	Jack Nicholson	Benicio Del Toro	Patricia Clarkson	nm0000197	nm0001125	nm0165101
tt0237994	2222545	43595	Luc Picard	Sylvie Drapeau	Frédéric Gilles	nm0681401	nm0237103	nm0318871
tt0238112	57000000	62112895	Nicolas Cage	Penélope Cruz	John Hurt	nm0000115	nm0004851	nm0000457
tt0238247	300000	2637726	Matthew A. Brown	Richard Dutcher	Jacque Gray	nm0114231	nm0244756	nm0336693
tt0238380	20000000	5368217	Christian Bale	Sean Bean	Emily Watson	nm0000288	nm0000293	nm0001833
tt0238546	35000000	45479110	Aaliyah	Stuart Townsend	Marguerite Moreau	nm0004691	nm0870204	nm0603413
tt0238552	17000000	71263	Jean-Claude Van Damme	Michael Rooker	Catherine Dent	nm0000241	nm0740264	nm0219748
tt0238924	12000000	2036599	Kieran Culkin	Jena Malone	Emile Hirsch	nm0001085	nm0540441	nm0386472
tt0238948	24000000	31603059	Orlando Jones	Eddie Griffin	Gary Grubbs	nm0428963	nm0341176	nm0344196
tt0239395	60000000	200687492	Alec Baldwin	Tobey Maguire	Jeff Goldblum	nm0000285	nm0001497	nm0000156
tt0239948	22000000	26086706	Jason Biggs	Steve Zahn	Jack Black	nm0004755	nm0001872	nm0085312
tt0239949	25000000	12320393	Chris Klein	Heather Graham	Orlando Jones	nm0005098	nm0001287	nm0428963
tt0239986	1000000	3520373	Edward Burns	Heather Graham	Penny Balfour	nm0122653	nm0001287	nm0050165
tt0240462	70000000	176104344	Eddie Murphy	Cedric the Entertainer	Kristen Wilson	nm0000552	nm0147825	nm0933723
tt0240468	10000000	16994625	Steve Oedekerk	Fei Lung	Leo Lee	nm0644203	nm0526694	nm0497735
tt0240510	35000000	29882645	Heath Ledger	Wes Bentley	Kate Hudson	nm0005132	nm0004747	nm0005028
tt0240515	14000000	14343028	Tom Green	Rip Torn	Marisa Coughlan	nm0338381	nm0001800	nm0004846
tt0240772	85000000	450717150	George Clooney	Brad Pitt	Julia Roberts	nm0000123	nm0000093	nm0000210
tt0240890	28000000	77516304	John Cusack	Kate Beckinsale	Jeremy Piven	nm0000131	nm0000295	nm0005315
tt0240900	14000000	6413915	Devon Sawa	Robert B. Martin Jr.	Jason Segel	nm0001701	nm0551853	nm0781981
tt0241025	23000000	19463185	Reese Witherspoon	Romola Garai	James Purefoy	nm0000702	nm0304801	nm0700856
tt0241303	25000000	152699946	Juliette Binoche	Judi Dench	Alfred Molina	nm0000300	nm0001132	nm0000547
tt0241527	125000000	978087613	Daniel Radcliffe	Rupert Grint	Richard Harris	nm0705356	nm0342488	nm0001321
tt0241760	13000000	31167388	DJ Qualls	Lyle Lovett	Eliza Dushku	nm0702809	nm0005164	nm0244630
tt0242252	30000000	1198113	Hilary Swank	Simon Baker	Jonathan Pryce	nm0005476	nm0048932	nm0000596
tt0242423	13000000	73180723	Ashton Kutcher	Seann William Scott	Jennifer Garner	nm0005110	nm0005405	nm0004950
tt0242445	50000000	79958599	Steven Seagal	DMX	Isaiah Washington	nm0000219	nm0229422	nm0913460
tt0242508	5500000	56653	Sarah Michelle Gellar	Adrian Grenier	Joey Lauren Adams	nm0001264	nm0004978	nm0000725
tt0242527	5799470	7819851	Thora Birch	Desmond Harrington	Daniel Brocklebank	nm0000301	nm0004993	nm0110689
tt0242587	700000	1846059	Brian Cox	Paul Dano	Bruce Altman	nm0004051	nm0200452	nm0022883
tt0242653	150000000	427344031	Keanu Reeves	Laurence Fishburne	Carrie-Anne Moss	nm0000206	nm0000401	nm0005251
tt0242798	6000000	18569	Rob Lowe	Jonathan Banks	Kelly Rowan	nm0000507	nm0052186	nm0746414
tt0242888	12000000	57524	Jessica Alba	Brenda Blethyn	Hugh Dancy	nm0004695	nm0000950	nm0199215
tt0242998	29000000	36684136	Denise Richards	David Boreanaz	Marley Shelton	nm0000612	nm0004770	nm0005420
tt0243133	20000000	18916623	Billy Bob Thornton	Frances McDormand	Michael Badalucco	nm0000671	nm0000531	nm0045937
tt0243155	25000000	281929795	Renée Zellweger	Colin Firth	Hugh Grant	nm0000250	nm0000147	nm0000424
tt0243232	11000000	108698	Joseph Fiennes	David Wenham	Adrian Lester	nm0001212	nm0920992	nm0504412
tt0243415	600000	173599	Eric Roberts	David A.R. White	Cynthia Watros	nm0000616	nm0924684	nm0914475
tt0243462	27000000	3177628	Bruce Greenwood	Daniel Magder	Rena Owen	nm0339304	nm0535805	nm0654240
tt0243585	120000000	169956806	Michael J. Fox	Geena Davis	Hugh Laurie	nm0000150	nm0000133	nm0491402
tt0243655	5000000	295206	Janeane Garofalo	David Hyde Pierce	Michael Showalter	nm0000413	nm0001383	nm0795290
tt0243736	17000000	95146283	Josh Hartnett	Shannyn Sossamon	Paulo Costanzo	nm0001326	nm0815370	nm0182455
tt0243862	1000000	16350876	Anders W. Berthelsen	Ann Eleonora Jørgensen	Anette Støvelbæk	nm0077944	nm0433692	nm0836742
tt0244000	35000000	13678913	Colin Farrell	Scott Caan	Ali Larter	nm0268199	nm0004790	nm0005123
tt0244094	500000	307631	Jeffrey Tambor	Jill Clayburgh	Caroline Aaron	nm0001787	nm0001049	nm0000715
tt0244173	21000000	3203	Benoît Magimel	Boris Terral	Tchéky Karyo	nm0536095	nm0855754	nm0001409
tt0244244	102000000	147080413	John Travolta	Hugh Jackman	Halle Berry	nm0000237	nm0413168	nm0000932
tt0244479	5000000	2381183	Ondrej Vetchý	Krystof Hádek	Tara Fitzgerald	nm0895384	nm0405402	nm0001216
tt0244504	1900000	560943	Regina Casé	Lima Duarte	Stênio Garcia	nm0143252	nm0239114	nm0305447
tt0244709	5000000	36992	Willem Dafoe	Luo Yan	Sau Sek	nm0000353	nm0526839	nm0961684
tt0244970	23000000	38689940	Ashley Judd	Greg Kinnear	Hugh Jackman	nm0000171	nm0001427	nm0413168
tt0245046	20000000	5323109	Cate Blanchett	James Fleet	Abigail Cruttenden	nm0000949	nm0281424	nm0190206
tt0245090	7500000	154768	Haley Joel Osment	Willem Dafoe	Richard Banel	nm0005286	nm0000353	nm0051826
tt0245120	15000000	8704851	Kerr Smith	Brendan Fehr	Izabella Miko	nm0005445	nm0270451	nm0005232
tt0245317	1500000	14600	Chris Eigeman	Jamie Harris	Connie Britton	nm0001177	nm0364807	nm0110168
tt0245341	2000000	28454	Steve Guttenberg	Cynthia Watros	Lombardo Boyar	nm0000430	nm0914475	nm0101603
tt0245407	6000000	3695710	Andie MacDowell	Imelda Staunton	Anna Chancellor	nm0000510	nm0001767	nm0151250
tt0245429	19000000	346419883	Daveigh Chase	Suzanne Pleshette	Miyu Irino	nm0153738	nm0687189	nm0997115
tt0245562	115000000	77628265	Nicolas Cage	Adam Beach	Peter Stormare	nm0000115	nm0063440	nm0001780
tt0245574	2000000	33616692	Maribel Verdú	Gael García Bernal	Daniel Giménez Cacho	nm0893941	nm0305558	nm0319843
tt0245674	42000000	68467960	Tony Shalhoub	Shannon Elizabeth	Embeth Davidtz	nm0001724	nm0002436	nm0001110
tt0245686	17700000	30987695	David Spade	Brittany Daniel	Dennis Miller	nm0005450	nm0199590	nm0588222
tt0245712	2000000	20908467	Emilio Echevarría	Gael García Bernal	Goya Toledo	nm0248408	nm0305558	nm0865949
tt0245803	52000000	37713879	Yun-Fat Chow	Seann William Scott	Jaime King	nm0000334	nm0005405	nm0454809
tt0245844	35000000	75395048	Jim Caviezel	Guy Pearce	Richard Harris	nm0001029	nm0001602	nm0001321
tt0246002	7000000	23396049	LL Cool J	Jada Pinkett Smith	Vivica A. Fox	nm0005112	nm0000586	nm0000407
tt0246134	6000000	2572403	Ron Cook	Frank Harper	James Nesbitt	nm0177267	nm0363857	nm0626362
tt0246404	1000000	14460	James Marsden	Scott Speedman	Sofía Vergara	nm0005188	nm0005454	nm0005527
tt0246460	142000000	431971116	Pierce Brosnan	Halle Berry	Rosamund Pike	nm0000112	nm0000932	nm0683253
tt0246464	40000000	8493890	Tim Allen	Rene Russo	Stanley Tucci	nm0000741	nm0000623	nm0001804
tt0246500	9000000	280458	Christian Slater	Tim Allen	Portia de Rossi	nm0000225	nm0000741	nm0005577
tt0246514	12000000	32933	Alexander Scheer	Götz George	Chulpan Khamatova	nm0770449	nm0313443	nm0451122
tt0246544	40000000	32073640	Justin Chambers	Catherine Deneuve	Mena Suvari	nm0150362	nm0000366	nm0002546
tt0246578	6000000	4269636	Jake Gyllenhaal	Jena Malone	Mary McDonnell	nm0350453	nm0540441	nm0001521
tt0246677	11000000	4247089	Cate Blanchett	Giovanni Ribisi	Remo Girone	nm0000949	nm0000610	nm0320969
tt0246719	5000000	892	Miranda Otto	William Fichtner	Lothaire Bluteau	nm0001584	nm0001209	nm0089937
tt0246894	70000000	25852764	Chris Klein	Jean Reno	LL Cool J	nm0005098	nm0000606	nm0005112
tt0246989	11000000	23430766	Shannon Elizabeth	Jerry O'Connell	Jake Busey	nm0002436	nm0005278	nm0000998
tt0247199	1500000	1309316	Ryan Gosling	Summer Phoenix	Peter Meadows	nm0331516	nm0001619	nm1092222
tt0247303	15000000	535658	James Marshall	Naomi Watts	Eric Thal	nm0338614	nm0915208	nm0856908
tt0247419	22225450	374654	Bill Pullman	Lena Olin	Colm Feore	nm0000597	nm0000565	nm0272173
tt0247425	1700000	44763181	Tom Wilkinson	Sissy Spacek	Nick Stahl	nm0929489	nm0000651	nm0001763
tt0247444	15600000	13802599	Miguel A. Núñez Jr.	Christopher Simmons	Vivica A. Fox	nm0639200	nm0971229	nm0000407
tt0247586	1500000	12413888	Ricardo Darín	Gastón Pauls	Leticia Brédice	nm0201857	nm0667282	nm0117580
tt0247638	26000000	165335153	Julie Andrews	Anne Hathaway	Hector Elizondo	nm0000267	nm0004266	nm0001185
tt0247745	3000000	23182223	Jay Chandrasekhar	Kevin Heffernan	André Vippolis	nm0151540	nm0373571	nm0899282
tt0248012	1000000	596591	Jaya Bhaduri	Karisma Kapoor	Hrithik Roshan	nm0080149	nm0006433	nm0004335
tt0248216	3159000	251877	Saif Ali Khan	Hrithik Roshan	Esha Deol	nm0451307	nm0004335	nm0219968
tt0248617	2808000	1093819	Hrithik Roshan	Jackie Shroff	Kareena Kapoor	nm0004335	nm0006763	nm0004626
tt0248667	107000000	87812729	Will Smith	Jamie Foxx	Jon Voight	nm0000226	nm0004937	nm0000685
tt0248845	6000000	3644200	John Cameron Mitchell	Miriam Shor	Stephen Trask	nm0593463	nm0794896	nm0871136
tt0248953	1952510	28756	Luke de Woolfson	Melanie Gutteridge	Simon Lowe	nm0212472	nm0349708	nm0523047
tt0249371	2281500	1340718	Shah Rukh Khan	Kareena Kapoor	Danny Denzongpa	nm0451321	nm0004626	nm0219939
tt0249462	5000000	109280263	Jamie Bell	Julie Walters	Jean Heywood	nm0068260	nm0910278	nm0382402
tt0249478	75000000	54249294	John Travolta	Nick Loren	James Lashly	nm0000237	nm0520586	nm0489570
tt0249516	63000000	120141	Hilary Duff	Haylie Duff	Charlie Sheen	nm0240381	nm0240380	nm0000221
tt0250224	13000000	19937988	Kirsten Dunst	Jay Hernandez	Bruce Davison	nm0000379	nm0379596	nm0001117
tt0250274	6000000	27958191	Morris Chestnut	Shemar Moore	D.L. Hughley	nm0004820	nm0005245	nm0401018
tt0250310	11000000	25272752	Chris Kattan	Peter Falk	Vinessa Shaw	nm0441592	nm0000393	nm0005416
tt0250323	3000000	10031529	Tilda Swinton	Goran Visnjic	Jonathan Tucker	nm0842770	nm0899681	nm0006958
tt0250347	4000000	74926	Denis Leary	Elizabeth Hurley	Luis Guzmán	nm0001459	nm0000167	nm0350079
tt0250371	7000000	4760014	Christopher Gorham	Anne Hathaway	Joe Folau	nm0330913	nm0004266	nm0284049
tt0250468	25000000	7775138	Heather Graham	Joseph Fiennes	Natascha McElhone	nm0001287	nm0001212	nm0001523
tt0250494	18000000	141774679	Reese Witherspoon	Luke Wilson	Selma Blair	nm0000702	nm0005561	nm0004757
tt0250687	48000000	85498534	Breckin Meyer	Amy Smart	Whoopi Goldberg	nm0005227	nm0005442	nm0000155
