Title	Budget	Box_Office	Star1	Star2	Star3	Star_num1	Star_num2	Star_num3	Name	Year	Run_Time	Genre	Director_num	Writer_num	Average_Rating	Num_Voters	Story_Line	Ratio
tt1714203	5000000	8518634	Danielle Panabaker	Ving Rhames	David Hasselhoff	nm1263939	nm0000609	nm0001327	Piranha 3DD	2012	83	"Comedy,Horror"	nm0347657	"nm1733317,nm1729303,nm0812373,nm1539257,nm0831457"	3.7	37742	"Having awoken from their spring break extravaganza at Lake Victoria, the swarm heads upstream where they look to make a meal out of Big Wet, a local water park where when it comes to fun, nobody does it wetter! Though they came to get wet, get loaded and get some, the staff and patrons get more than they bargained for when they must face the fiercest, most bloodthirsty piranhas yet. Lead by the strong-willed, studious Maddy and her friends, Barry and Kyle, the trio must dive in and take on these man-eating creatures using every ounce of their being but can they be stopped?"	0.703726459
tt1386588	100000000	170432927	Will Ferrell	Mark Wahlberg	Derek Jeter	nm0002071	nm0000242	nm1157013	The Other Guys	2010	107	"Action,Comedy,Crime"	nm0570912	"nm0570912,nm0376260"	6.6	225387	"Terry Hoitz's past mistakes in the line of duty and Allen Gamble's reluctance to take risks have landed them the roles of the ""Other Guys"", disgraced New York City police detectives relegated to filling out paperwork for cocky hero cops Danson and Highsmith. The mismatched duo must look past their differences when they take on a high-profile investigation of shady capitalist David Ershon and attempt to fill the shoes of the notoriously reckless officers they idolize."	0.704329253
tt0413895	85000000	144877632	Dakota Fanning	Julia Roberts	Oprah Winfrey	nm0266824	nm0000210	nm0001856	Charlotte's Web	2006	97	"Comedy,Family,Fantasy"	nm0935095	"nm0335666,nm0456732,nm0358839,nm0924754"	6.3	34298	"Based on the beloved children's novel by E.B. White, a young girl named Fern rescues a runty piglet, raises it as her own and names him Wilbur. However, after Wilbur grows into a pig, she is compelled to sell him to her Uncle Homer Zuckerman down the street. At Zuckerman's barn, Wilbur meets a host of animals and later learns from them that come winter, he will be slaughtered for food. Fearing for his life, Charlotte, a gentle and wise spider whom befriended the lonely Wilbur, vows to save his life."	0.704442709
tt1148770	5059000	8623057	Franz-Xaver Kroetz	Michael Herbig	Lisa Maria Potthoff	nm0471890	nm0378660	nm0693383	Die Geschichte vom Brandner Kaspar	2008	96	"Comedy,Drama"	nm0005917	"nm0725305,nm0928929,nm0902551"	6	686	"70-year old Brandner Kaspar lives with his granddaughter Nannerl in the mountains at the Schliersee. As he is visited by the Death and wants to take him, Brandner Kaspar tricks him and gets another 20 years of life."	0.704497983
tt0329575	87000000	148336445	Tobey Maguire	Jeff Bridges	Elizabeth Banks	nm0001497	nm0000313	nm0006969	Seabiscuit	2003	140	"Drama,History,Sport"	nm0002657	"nm1227780,nm0002657"	7.3	63725	"It's the Depression, and everyone needs to hold onto a dream to get them through the bad times. Car maker Charles Howard is no different, he who is trying to rebuild his life after the tragic death of his only child and the resulting end of his first marriage. With second wife Marcela at his side, Charles wants to get into horse racing and ends up with a team of underdogs who are also chasing their own dream. The first is trainer Tom Smith, who has a natural instinct to spot the capabilities of horses. The second is the horse Tom chooses for Charles, Seabiscuit, an unconventional choice as despite his pedigreed lineage, Seabiscuit is small at fifteen and a half hands tall with a slight limp. But Tom can see something in Seabiscuit's nature to make him a winner, if only Seabiscuit can be retrained from his inbred losing ways. And third is the jockey they decide to hire, Johnny ""Red"" Pollard, so nicknamed because of his hair color. Like Tom, Red has always shown a natural way with ..."	0.70501659
tt0281680	600000	1023156	Scott Baio	John Seitz	Kim Martin	nm0000281	nm0782715	nm4208076	"The Bread, My Sweet"	2001	105	"Drama,Romance"	nm0552775	nm0552775	6.6	850	"Dominic works round the clock: nights making biscotti for his family's bakery in a working-class Italian neighborhood in Pittsburgh, then days downtown where he's a specialist in firing people at a company that negotiates mergers. He's thrown for a loop with he learns that Bella, an elderly neighbor who's his family's closest friend, has but a few months to live. All her life, she's saved money in coffee cans for her daughter, Lucca's, wedding, but Lucca is off in foreign lands, initially as a Peace Corps volunteer, and doesn't need a man. Dominic vows to bring Lucca home and convince her to marry him to fulfill Bella's most fervent wish. What will Lucca say?"	0.705257158
tt0445570	5362540	9170231	Catherine Frot	André Dussollier	Geneviève Bujold	nm0296594	nm0244707	nm0000991	By the Pricking of My Thumbs	2005	105	"Comedy,Mystery"	nm0859323	"nm0147144,nm0002005,nm0480727,nm0859323"	5.8	1056	"Prudence and Belisaire are what can be called an eccentric couple. How can you bear such impossible Christian (?) names in the first place? There must be no other Belisaire in France ; as for Prudence there are few more imprudent ladies than she is ! Just imagine : Belisaire is both a colonel in the military secret service and a past master at ... ironing ! And Prudence, not very inclined to be the model mother, prefers playing the amateur detective. Unsurprisingly, when several pensioners of an old people's home start dying mysteriously, Prudence is only to happy to leave daughter, son-in-law and grandkids behind in her beautiful home to follow the trail of adventure."	0.710053312
tt1233334	450000	769552	Adepero Oduye	Kim Wayans	Aasha Davis	nm1323822	nm0915462	nm1632532	Pariah	2011	86	Drama	nm2011696	nm2011696	7.2	5552	"A Brooklyn teenager juggles conflicting identities and risks friendship, heartbreak, and family in a desperate search for sexual expression."	0.710111755
tt0337697	22000000	37666766	Julia Stiles	Luke Mably	Miranda Richardson	nm0005466	nm0531101	nm0001669	The Prince and Me	2004	111	"Comedy,Family,Romance"	nm0004838	"nm0024909,nm0297545,nm0024856,nm0066764"	5.9	36015	"At the University of Wisconsin in Madison, Paige, a pre-med student and a farm girl from Manitowoc, meets Eddie, a fellow student from Denmark, whom she first dislikes but later accepts, likes, and loves. Paige takes Eddie to her home for the Thanksgiving weekend. Paparazzi find and photograph the couple, and Paige learns that Eddie is truly Crown Prince Edvard. Failing health causes King Haraald to abdicate in favor of Edvard, so Eddie returns to Copenhagen, then Paige follows her heart to Copenhagen, where Edvard warmly welcomes her, takes her to the castle, and introduces her to the royal family. Queen Rosalind first expresses opposition to Paige but later relents; King Haraald soon warms to her; Edvard proposes, Paige accepts, and he gives her a ring. However, Paige recalls her previous dream of going to Doctors Without Borders, so she breaks off and returns to school. Still, though, Edvard shows up at Paige's graduation and suggests an alternate plan."	0.712125649
tt3892620	2000000	3426917	So-eun Kim	Jeong-tae Kim	Hye-Rin Han	nm2664367	nm2317476	nm5586611	Mourning Grave	2014	90	"Horror,Thriller"	nm4017552	nm5785425	5.9	647	"In-su, a high school student, can see ghosts. Plagued by them everywhere he goes and harassed by classmates because of it, he returns to his hometown to live with his uncle and finally put the past to rest. No sooner does he arrive than he sees his first ghost there, a pretty girl; but, just like before, it's not just ghosts that affect his life. School bullies remain a problem, but soon along, the bullies start being attacked by a vengeful ghost wearing a bloody mask, and In-su starts to think that his new friend, the pretty ghost, may have something to do with it."	0.713457643
